,id,median_income,year
2692,48339,42193,10
2693,48341,27500,10
2694,48343,21061,10
2695,48345,-,10
2696,48347,19488,10
2697,48349,27425,10
2698,48351,18064,10
2699,48353,16667,10
2700,48355,28125,10
2701,48357,-,10
2702,48359,-,10
2703,48361,26927,10
2704,48363,26607,10
2705,48365,30379,10
2706,48367,39886,10
2707,48369,18750,10
2708,48371,66000,10
2709,48373,27460,10
2710,48375,24261,10
2711,48377,-,10
2712,48379,24531,10
2713,48381,40239,10
2714,48383,71319,10
2715,48385,-,10
2716,48387,27383,10
2717,48389,15000,10
2718,48391,46250,10
2719,48393,-,10
2720,48395,19085,10
2721,48397,71402,10
2722,48399,-,10
2723,48401,30658,10
2724,48403,26053,10
2725,48405,19244,10
2726,48407,21750,10
2727,48409,30156,10
2728,48411,-,10
2729,48413,6875,10
2730,48415,19464,10
2731,48417,"2,500-",10
2732,48419,20255,10
2733,48421,-,10
2734,48423,27824,10
2735,48425,-,10
2736,48427,-,10
2737,48429,71818,10
2738,48431,-,10
2739,48433,17292,10
2740,48435,-,10
2741,48437,24231,10
2742,48439,40333,10
2743,48441,36167,10
2744,48443,-,10
2745,48445,12292,10
2746,48447,-,10
2747,48449,26994,10
2748,48451,27746,10
2749,48453,36227,10
2750,48455,17105,10
2751,48457,25735,10
2752,48459,24030,10
2753,48461,9732,10
2754,48463,4500,10
2755,48465,33500,10
2756,48467,19718,10
2757,48469,32970,10
2758,48471,19512,10
2759,48473,27500,10
2760,48475,46136,10
2761,48477,20729,10
2762,48479,31250,10
2763,48481,20489,10
2764,48483,42717,10
2765,48485,26775,10
2766,48487,12639,10
2767,48489,-,10
2768,48491,54500,10
2769,48493,44389,10
2770,48495,19583,10
2771,48497,49500,10
2772,48499,38986,10
2773,48501,11477,10
2774,48503,28603,10
2775,48505,-,10
2776,48507,-,10
2777,49001,-,10
2778,49003,-,10
2779,49005,20368,10
2780,49007,"2,500-",10
2781,49009,-,10
2782,49011,56366,10
2783,49013,-,10
2784,49015,-,10
2785,49017,-,10
2786,49019,-,10
2787,49021,-,10
2788,49023,-,10
2789,49025,-,10
2790,49027,-,10
2791,49029,-,10
2792,49031,-,10
2793,49033,-,10
2794,49035,36747,10
2795,49037,-,10
2796,49039,-,10
2797,49041,-,10
2798,49043,53533,10
2799,49045,79167,10
2800,49047,-,10
2801,49049,29722,10
2802,49051,-,10
2803,49053,26699,10
2804,49055,-,10
2805,49057,42371,10
2806,50001,95250,10
2807,50003,47045,10
2808,50005,24519,10
2809,50007,41228,10
2810,50009,"2,500-",10
2811,50011,40257,10
2812,50013,-,10
2813,50015,16290,10
2814,50017,68750,10
2815,50019,32206,10
2816,50021,39583,10
2817,50023,9875,10
2818,50025,73279,10
2819,50027,21250,10
2820,51001,28312,10
2821,51003,38526,10
2822,51005,27853,10
2823,51007,38750,10
2824,51009,31275,10
2825,51011,41613,10
2826,51013,54218,10
2827,51015,40833,10
2828,51017,41757,10
2829,51019,35250,10
2830,51021,29125,10
2831,51023,34500,10
2832,51025,25391,10
2833,51027,"2,500-",10
2834,51029,29428,10
2835,51031,32654,10
2836,51033,45929,10
2837,51035,11298,10
2838,51036,41038,10
2839,51037,26111,10
2840,51041,59676,10
2841,51043,42361,10
2842,51045,-,10
2843,51047,42500,10
2844,51049,23092,10
2845,51051,30000,10
2846,51053,44193,10
2847,51057,41750,10
2848,51059,75072,10
2849,51061,49600,10
2850,51063,13725,10
2851,51065,47721,10
2852,51067,31334,10
2853,51069,53750,10
2854,51071,44563,10
2855,51073,37941,10
2856,51075,36929,10
2857,51077,35380,10
2858,51079,35341,10
2859,51081,37580,10
2860,51083,23730,10
2861,51085,59775,10
2862,51087,46636,10
2863,51089,29449,10
2864,51091,-,10
2865,51093,38131,10
2866,51095,44739,10
2867,51097,38953,10
2868,51099,58294,10
2869,51101,45320,10
2870,51103,32714,10
2871,51105,10893,10
2872,51107,88321,10
2873,51109,35008,10
2874,51111,34909,10
2875,51113,41077,10
2876,51115,23419,10
2877,51117,24241,10
2878,51119,32893,10
2879,51121,31646,10
2880,51125,38445,10
2881,51127,49563,10
2882,51131,20188,10
2883,51133,28178,10
2884,51135,33542,10
2885,51137,31417,10
2886,51139,42857,10
2887,51141,39413,10
2888,51143,29165,10
2889,51145,50769,10
2890,51147,29372,10
2891,51149,60833,10
2892,51153,77321,10
2893,51155,25121,10
2894,51157,47798,10
2895,51159,35234,10
2896,51161,49557,10
2897,51163,23622,10
2898,51165,46875,10
2899,51167,36154,10
2900,51169,71063,10
2901,51171,56167,10
2902,51173,25278,10
2903,51175,35728,10
2904,51177,67469,10
2905,51179,87407,10
2906,51181,49896,10
2907,51183,31304,10
2908,51185,17212,10
2909,51187,37461,10
2910,51191,23285,10
2911,51193,52648,10
2912,51195,24366,10
2913,51197,48793,10
2914,51199,59311,10
2915,51510,51869,10
2916,51515,25339,10
2917,51520,14609,10
2918,51530,19930,10
2919,51540,30825,10
2920,51550,52362,10
2921,51570,41633,10
2922,51580,27647,10
2923,51590,23731,10
2924,51595,27908,10
2925,51600,86833,10
2926,51610,59280,10
2927,51620,22669,10
2928,51630,38906,10
2929,51640,19875,10
2930,51650,42498,10
2931,51660,30026,10
2932,51670,32231,10
2933,51678,20972,10
2934,51680,26222,10
2935,51683,71229,10
2936,51685,53281,10
2937,51690,23209,10
2938,51700,37522,10
2939,51710,31554,10
2940,51720,62639,10
2941,51730,34214,10
2942,51735,-,10
2943,51740,36419,10
2944,51750,35353,10
2945,51760,28621,10
2946,51770,28594,10
2947,51775,29975,10
2948,51790,24063,10
2949,51800,46994,10
2950,51810,49668,10
2951,51820,30561,10
2952,51830,32219,10
2953,51840,33882,10
2954,53001,14750,10
2955,53003,-,10
2956,53005,44962,10
2957,53007,71667,10
2958,53009,28676,10
2959,53011,40700,10
2960,53013,-,10
2961,53015,19728,10
2962,53017,35197,10
2963,53019,-,10
2964,53021,31403,10
2965,53023,-,10
2966,53025,30450,10
2967,53027,29538,10
2968,53029,51867,10
2969,53031,52159,10
2970,53033,38512,10
2971,53035,38585,10
2972,53037,160673,10
2973,53039,-,10
2974,53041,44453,10
2975,53043,"2,500-",10
2976,53045,69576,10
2977,53047,-,10
2978,53049,72931,10
2979,53051,-,10
2980,53053,42596,10
2981,53055,9514,10
2982,53057,75104,10
2983,53059,-,10
2984,53061,44704,10
2985,53063,25013,10
2986,53065,35438,10
2987,53067,66480,10
2988,53069,-,10
2989,53071,75962,10
2990,53073,40625,10
2991,53075,16593,10
2992,53077,30489,10
2993,54001,31875,10
2994,54003,38066,10
2995,54005,67150,10
2996,54007,75000,10
2997,54009,36417,10
2998,54011,22917,10
2999,54013,-,10
3000,54015,-,10
3001,54017,-,10
3002,54019,18576,10
3003,54021,8333,10
3004,54023,9688,10
3005,54025,23000,10
3006,54027,-,10
3007,54029,48654,10
3008,54031,24583,10
3009,54033,33512,10
3010,54035,-,10
3011,54037,47888,10
3012,54039,25760,10
3013,54041,-,10
3014,54043,-,10
3015,54045,17404,10
3016,54047,21831,10
3017,54049,28094,10
3018,54051,-,10
3019,54053,51941,10
3020,54055,16731,10
3021,54057,21272,10
3022,54059,25556,10
3023,54061,22962,10
3024,54063,38304,10
3025,54065,13977,10
3026,54067,-,10
3027,54069,18618,10
3028,54071,19825,10
3029,54073,-,10
3030,54075,-,10
3031,54077,78177,10
3032,54079,50898,10
3033,54081,21179,10
3034,54083,22625,10
3035,54085,-,10
3036,54087,-,10
3037,54089,70278,10
3038,54091,18995,10
3039,54093,-,10
3040,54095,15833,10
3041,54097,17361,10
3042,54099,-,10
3043,54101,-,10
3044,54103,-,10
3045,54105,-,10
3046,54107,18792,10
3047,54109,70104,10
3048,55001,27188,10
3049,55003,-,10
3050,55005,32833,10
3051,55007,-,10
3052,55009,19710,10
3053,55011,-,10
3054,55013,16250,10
3055,55015,9028,10
3056,55017,77760,10
3057,55019,49063,10
3058,55021,35441,10
3059,55023,80208,10
3060,55025,32231,10
3061,55027,26250,10
3062,55029,"2,500-",10
3063,55031,38854,10
3064,55033,36429,10
3065,55035,19070,10
3066,55037,-,10
3067,55039,39877,10
3068,55041,-,10
3069,55043,18889,10
3070,55045,64107,10
3071,55047,13750,10
3072,55049,17125,10
3073,55051,-,10
3074,55053,31689,10
3075,55055,29700,10
3076,55057,61250,10
3077,55059,29902,10
3078,55061,"2,500-",10
3079,55063,38365,10
3080,55065,14115,10
3081,55067,57868,10
3082,55069,27019,10
3083,55071,22449,10
3084,55073,61571,10
3085,55075,125865,10
3086,55077,-,10
3087,55078,-,10
3088,55079,27364,10
3089,55081,55714,10
3090,55083,38065,10
3091,55085,-,10
3092,55087,26806,10
3093,55089,75417,10
3094,55091,-,10
3095,55093,8835,10
3096,55095,39583,10
3097,55097,86210,10
3098,55099,21406,10
3099,55101,26608,10
3100,55103,-,10
3101,55105,23904,10
3102,55107,98500,10
3103,55109,39727,10
3104,55111,45893,10
3105,55113,-,10
3106,55115,-,10
3107,55117,17303,10
3108,55119,-,10
3109,55121,30667,10
3110,55123,5375,10
3111,55125,36250,10
3112,55127,32593,10
3113,55129,27188,10
3114,55131,31964,10
3115,55133,59268,10
3116,55135,81029,10
3117,55137,19375,10
3118,55139,28092,10
3119,55141,55132,10
3120,56001,22404,10
3121,56003,-,10
3122,56005,22292,10
3123,56007,23583,10
3124,56009,-,10
3125,56011,-,10
3126,56013,16563,10
3127,56015,-,10
3128,56017,-,10
3129,56019,-,10
3130,56021,34882,10
3131,56023,-,10
3132,56025,48917,10
3133,56027,-,10
3134,56029,-,10
3135,56031,-,10
3136,56033,-,10
3137,56035,-,10
3138,56037,36875,10
3139,56039,-,10
3140,56041,-,10
3141,56043,-,10
3142,56045,-,10
