GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US08007,08007,"Archuleta County, Colorado",-,**
0500000US08009,08009,"Baca County, Colorado",-,**
0500000US08011,08011,"Bent County, Colorado",-,**
0500000US08013,08013,"Boulder County, Colorado",48800,6725
0500000US08014,08014,"Broomfield County, Colorado",87367,10383
0500000US08015,08015,"Chaffee County, Colorado",-,**
0500000US08017,08017,"Cheyenne County, Colorado",-,**
0500000US08019,08019,"Clear Creek County, Colorado",28681,635
0500000US08021,08021,"Conejos County, Colorado",-,**
0500000US08023,08023,"Costilla County, Colorado",-,**
0500000US08025,08025,"Crowley County, Colorado",-,**
0500000US08027,08027,"Custer County, Colorado",26656,1760
0500000US08029,08029,"Delta County, Colorado",-,**
0500000US08031,08031,"Denver County, Colorado",35339,1648
0500000US08033,08033,"Dolores County, Colorado",-,**
0500000US08035,08035,"Douglas County, Colorado",107907,25613
0500000US08037,08037,"Eagle County, Colorado",42569,10262
0500000US08039,08039,"Elbert County, Colorado",-,**
0500000US08041,08041,"El Paso County, Colorado",47927,2648
0500000US08043,08043,"Fremont County, Colorado",-,**
0500000US08045,08045,"Garfield County, Colorado",34139,2185
0500000US08047,08047,"Gilpin County, Colorado",-,**
0500000US08049,08049,"Grand County, Colorado",-,**
0500000US08051,08051,"Gunnison County, Colorado",-,**
0500000US08053,08053,"Hinsdale County, Colorado",-,**
0500000US08055,08055,"Huerfano County, Colorado",-,**
0500000US08057,08057,"Jackson County, Colorado",-,**
0500000US08059,08059,"Jefferson County, Colorado",46850,2641
0500000US08061,08061,"Kiowa County, Colorado",-,**
0500000US08063,08063,"Kit Carson County, Colorado",-,**
0500000US08065,08065,"Lake County, Colorado",-,**
0500000US08067,08067,"La Plata County, Colorado",-,**
0500000US08069,08069,"Larimer County, Colorado",43628,4746
0500000US08071,08071,"Las Animas County, Colorado",-,**
0500000US08073,08073,"Lincoln County, Colorado",-,**
0500000US08075,08075,"Logan County, Colorado","2,500-",***
0500000US08077,08077,"Mesa County, Colorado",49097,19734
0500000US08079,08079,"Mineral County, Colorado",-,**
0500000US08081,08081,"Moffat County, Colorado",-,**
0500000US08083,08083,"Montezuma County, Colorado",-,**
0500000US08085,08085,"Montrose County, Colorado",-,**
0500000US08087,08087,"Morgan County, Colorado",41307,4633
0500000US08089,08089,"Otero County, Colorado",15982,14659
0500000US08091,08091,"Ouray County, Colorado",-,**
0500000US08093,08093,"Park County, Colorado",-,**
0500000US08095,08095,"Phillips County, Colorado",-,**
0500000US08097,08097,"Pitkin County, Colorado",-,**
0500000US08099,08099,"Prowers County, Colorado",-,**
0500000US08101,08101,"Pueblo County, Colorado",38345,7546
0500000US08103,08103,"Rio Blanco County, Colorado",-,**
0500000US08105,08105,"Rio Grande County, Colorado",-,**
0500000US08107,08107,"Routt County, Colorado",73194,43412
0500000US08109,08109,"Saguache County, Colorado",-,**
0500000US08111,08111,"San Juan County, Colorado",-,**
0500000US08113,08113,"San Miguel County, Colorado",-,**
0500000US08115,08115,"Sedgwick County, Colorado",-,**
0500000US08117,08117,"Summit County, Colorado",-,**
0500000US08119,08119,"Teller County, Colorado",152732,49958
0500000US08121,08121,"Washington County, Colorado",-,**
0500000US08123,08123,"Weld County, Colorado",43814,10238
0500000US08125,08125,"Yuma County, Colorado",-,**
0500000US09001,09001,"Fairfield County, Connecticut",46587,2463
0500000US09003,09003,"Hartford County, Connecticut",45690,1890
0500000US09005,09005,"Litchfield County, Connecticut",54574,8415
0500000US09007,09007,"Middlesex County, Connecticut",47421,6894
0500000US09009,09009,"New Haven County, Connecticut",38636,1297
0500000US09011,09011,"New London County, Connecticut",46566,3038
0500000US09013,09013,"Tolland County, Connecticut",39531,9149
0500000US09015,09015,"Windham County, Connecticut",44071,9981
0500000US10001,10001,"Kent County, Delaware",50652,4351
0500000US10003,10003,"New Castle County, Delaware",50266,1679
0500000US10005,10005,"Sussex County, Delaware",36833,1485
0500000US11001,11001,"District of Columbia, District of Columbia",40560,924
0500000US12001,12001,"Alachua County, Florida",27057,1513
0500000US12003,12003,"Baker County, Florida",30531,8695
0500000US12005,12005,"Bay County, Florida",34462,4258
0500000US12007,12007,"Bradford County, Florida",23708,7579
0500000US12009,12009,"Brevard County, Florida",34380,1925
0500000US12011,12011,"Broward County, Florida",42311,767
0500000US12013,12013,"Calhoun County, Florida",29228,6031
0500000US12015,12015,"Charlotte County, Florida",33238,2117
0500000US12017,12017,"Citrus County, Florida",41168,16234
0500000US12019,12019,"Clay County, Florida",54845,4988
0500000US12021,12021,"Collier County, Florida",38910,3245
0500000US12023,12023,"Columbia County, Florida",37476,6727
0500000US12027,12027,"DeSoto County, Florida",23619,2113
0500000US12029,12029,"Dixie County, Florida",21917,8051
0500000US12031,12031,"Duval County, Florida",34692,852
0500000US12033,12033,"Escambia County, Florida",31610,1271
0500000US12035,12035,"Flagler County, Florida",36966,4073
0500000US12037,12037,"Franklin County, Florida",52237,13647
0500000US12039,12039,"Gadsden County, Florida",30684,1674
0500000US12041,12041,"Gilchrist County, Florida",32578,9817
0500000US12043,12043,"Glades County, Florida",17292,6267
0500000US12045,12045,"Gulf County, Florida",31234,5437
0500000US12047,12047,"Hamilton County, Florida",25803,7038
0500000US12049,12049,"Hardee County, Florida",27167,6720
0500000US12051,12051,"Hendry County, Florida",23063,4184
0500000US12053,12053,"Hernando County, Florida",29334,2729
0500000US12055,12055,"Highlands County, Florida",26176,4457
0500000US12057,12057,"Hillsborough County, Florida",35961,963
0500000US12059,12059,"Holmes County, Florida",-,**
0500000US12061,12061,"Indian River County, Florida",28078,5660
0500000US12063,12063,"Jackson County, Florida",24938,4174
0500000US12065,12065,"Jefferson County, Florida",25717,5515
0500000US12067,12067,"Lafayette County, Florida",31366,2270
0500000US12069,12069,"Lake County, Florida",37366,3984
0500000US12071,12071,"Lee County, Florida",35205,2031
0500000US12073,12073,"Leon County, Florida",32076,1239
0500000US12075,12075,"Levy County, Florida",23465,2940
0500000US12077,12077,"Liberty County, Florida",28750,18742
0500000US12079,12079,"Madison County, Florida",21449,1715
0500000US12081,12081,"Manatee County, Florida",36911,2700
0500000US12083,12083,"Marion County, Florida",31941,3272
0500000US12085,12085,"Martin County, Florida",30606,5225
0500000US12086,12086,"Miami-Dade County, Florida",33704,889
0500000US12087,12087,"Monroe County, Florida",37474,10221
